miner_id,deal_id,payload_cid,filename,size_in_bytes
f09848,1479945,baga6ea4seaqgiugappq67xhy5kucqggr5felc7jcmhpku6f4r7ezgrzospz7qmi,star.tar.03,34359738368
f09848,1479865,baga6ea4seaqfahsfnpdxwr6shapxlremau2mx56b2xcygpknelgwwst7vko3gjq,star.tar.04,34359738368
f022142,1484749,baga6ea4seaqfahsfnpdxwr6shapxlremau2mx56b2xcygpknelgwwst7vko3gjq,star.tar.04,34359738368
f09848,1479887,baga6ea4seaqigt4idndzq2lmnjxqftlaup5vg252uvg4muhbpmxwaf26ybptuli,star.tar.05,34359738368
f09848,1479946,baga6ea4seaqfd36eko5ofcy5qvv7dj67pguz5ne724gnnitqdidsbs3viyd5moa,star.tar.06,34359738368
f09848,1479947,baga6ea4seaqltwyowcbhl4tdam7iytfn34qhf6mdrjhs2hh4xntlgtenbvloapi,star.tar.07,34359738368
f022142,1488172,baga6ea4seaqltwyowcbhl4tdam7iytfn34qhf6mdrjhs2hh4xntlgtenbvloapi,star.tar.07,34359738368
f022142,1488390,baga6ea4seaqbhjdxsjk43q5zlugrwfduv3p5jyuh6k6myd7ntt467ptsljtsmoa,star.tar.08,34359738368
f09848,1479886,baga6ea4seaqbhjdxsjk43q5zlugrwfduv3p5jyuh6k6myd7ntt467ptsljtsmoa,star.tar.08,34359738368
f09848,1479833,baga6ea4seaqlv4kf2hzdhd6kuxhmdrvlhfq3u6jlswdml3gmqrq4jw53x3mbyda,star.tar.09,34359738368
f022142,1482321,baga6ea4seaqlv4kf2hzdhd6kuxhmdrvlhfq3u6jlswdml3gmqrq4jw53x3mbyda,star.tar.09,34359738368
